season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,8877165,10,Petey Soto Jr.,SS,1,1,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596477,9085515,12,Sam Hardcastle,3B,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,8880882,13,Levi Randall,LF/CF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596477,9085516,14,Diego Cardenas,DH,1,1,2,4,1,0,0,4,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,8875846,14,Kyle McDaniel,2B,1,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596477,8874812,2,Zandt Payne,SS,1,1,1,4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,1,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,9217668,21,Ty Johnsen,C,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,11,0,0,1,2,1,0,0,0.667,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,9217669,22,Ryan Kroepel,3B/P,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0,2,2,1,0,0,2,1,0,0,0,0,0,0,3,3,0,0,0,0,0,6,1,1,2,0,2,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,8894868,23,Hunter Katschke,RF,1,1,0,4,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
2025,MBA,2025-05-22T00:00:00-04:00,6385258,596418,8877519,26,Aaron Morris,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.332,5.1,3,0,0,3,3,21,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Hohokam Stadium (Mesa, AZ)",0,596477,596418,Abilene Christian Wildcats,Utah Tech Trailblazers 
