season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,8874408,1,Caleb Webster,2B,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,9111533,1,Daniel Hussey,LF,1,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,9114844,10,Will Dorrell,DH,1,1,2,3,2,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,9115143,11,Sawyer Pace,PH/SS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,8894814,12,Tyler Reynolds,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,9115145,13,Phillip Miller,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.668,3.2,9,5,5,0,3,18,2,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,9114876,15,Austin Bunn,RF,1,1,3,3,3,0,0,6,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,9115135,15,Ben Scartz,SS,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,8901147,16,Hunter Looper,C,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,8901134,16,Jake Absher,RF,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,8884632,18,Noah Stout,PH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,9111535,2,Jimmy Koza,3B,1,1,1,4,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,9115134,2,Luis Reyes,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596726,8902601,20,Robbie Jordan,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.0,5.0,3,1,1,1,4,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
2025,MBA,2025-02-01T00:00:00-05:00,6339303,596790,9115154,23,Ty Smith,DH,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",253,596790,596726,Tusculum Pioneers,Francis Marion Patriots
