season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,9105412,1,Dylan Tate,RF,1,1,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,9105438,11,Parker Tennill,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,3,3,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596854,9115277,12,Lane Hutchinson,3B,1,1,1,3,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,9105439,13,Marco Barrera,LF,1,1,2,3,2,0,0,5,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,8891554,17,Nic Luna,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333,1.1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596854,8901517,18,Tayten Tredaway,1B,1,1,3,5,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,1,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596854,9115281,2,Chase Pendley,DH/3B,1,1,1,5,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596854,8876355,21,Clayton Broeder,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,1,1,1,2,4,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,8889338,23,Ben Smedshammer,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.668,3.2,8,7,6,2,0,22,1,0,0,0,1,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
2025,MBA,2025-05-10T00:00:00-04:00,6384164,596746,9105513,24,Marley Bernal,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Foster Field at 1st Community Credit Union Stadium (San Angelo, TX)",1891,596746,596854,St. Edward's Hilltoppers,Angelo St. Rams
