season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8899948,1,Dallas Griess,CF,1,1,3,5,2,0,1,4,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597547,9106244,10,Jack Johnston,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,4,3,3,1,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8878568,11,Matt Munoz,LF,1,1,1,6,3,1,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597547,9106252,13,Shawn Webb,1B,1,1,2,4,2,1,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,9,1,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8875668,14,Parker White,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333,1.1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8889872,16,John Croasdale,RF,1,1,1,6,2,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597547,9106262,16,Ty Coccia,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,4,4,4,2,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597547,9106264,17,Owen Lawton,DH,1,1,4,4,2,1,0,3,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8901410,18,Gabe Reptsik,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333,1.1,2,2,1,2,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
2025,MBA,2025-04-19T00:00:00-04:00,6375037,597208,8894986,19,Shawn Townsend,SS,1,1,2,5,3,0,0,6,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0.0,"Journey Bank Ballpark at Historic Bowman Field (Williamsport, PA)",135,597547,597208,Penn St. Brandywine Nittany Lions,Penn College 
