game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,E. J walked.,1,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,"A. I doubled to left field, advanced to third on the throw, RBI3a E. J scored.",2,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,"S V tripled to center field, RBI3a A. I scored.",3,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,"Cu. J flied out to rf, SAC, RBI3a S V scored.",4,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,W. E struck out swinging.,5,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,"R. N homered, RBI.",6,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,1,top,G. S popped up to 2b.,7,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,A. Lugo singled to center field.,8,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,E. Torres hit by pitch3a A. Lugo advanced to second.,9,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,"E. Saenz singled, bunt3a E. Torres advanced to second3a A. Lugo advanced to third.",10,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,J. Zepeda struck out swinging.,11,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,"A. Vielma flied out to cf, SAC, RBI3a A. Lugo scored.",12,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,1,bot,Cr. Benavide popped up to 1b.,13,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,2,top,"S. L struck out swinging, out at first c to 1b.",14,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,2,top,D. F struck out swinging.,15,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,2,top,E. J grounded out to 2b.,16,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,2,bot,W. Z to p for Mo. J.,17,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,2,bot,J. Benitez lined out to cf.,18,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,2,bot,D. Marrero grounded out to 1b unassisted.,19,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596811,2,bot,J. Rodriguez grounded out to ss.,20,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,A. I walked.,21,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,S V singled to left field3a A. I advanced to second.,22,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,M. Ramos to p for A. Sanchez.,23,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,"Cu. J singled to left field, RBI3a S V advanced to second3a A. I scored.",24,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,W. E hit by pitch3a Cu. J advanced to second3a S V advanced to third.,25,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,"R. N lined out to cf, SAC, RBI3a S V scored.",26,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,G. S popped up to 2b.,27,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
6339723,596940,Tex. A&M-Kingsville Javelinas,596811,Tex. A&M Int'l Dustdevils,596940,3,top,S. L reached on a fielder's choice to shortstop3a W. E out at second ss to 2b3a Cu. J advanced to third.,28,2025-02-12T00:00:00-05:00,"Jorge Haynes Field (Laredo, TX)",137,MBA,2025
