season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614803,9704008,1,Joseph Montgomery,LF,1,1,1,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,9681318,10,Jace Trautner,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667,0.2,4,5,5,0,0,7,2,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,10240911,12,Kai Holm,SS,1,1,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,0,1,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614803,9684778,13,Michael Whooley,SS,1,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,6,1,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614803,11223917,14,Jack Kelley,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.0,5.0,4,4,4,2,4,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614803,11223918,15,Carter Richey,PH,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,9691990,15,Keaton Mahan,DH,1,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,10240996,18,Cole Pippenger,PH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,10240994,19,Hutson Miles,PR/CF,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
2026,MBA,2026-02-21T15:00:00-05:00,6522652,614840,10240910,2,Eric Harper,PH/LF,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,"Ken Dugan Field (Nashville, TN)",387,614803,614840,Villanova Wildcats,Lipscomb Bisons
