season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614877,11222422,1,Daniel Hussey,CF,1,1,1,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614976,11224064,10,Jay O'Neal,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.332,5.1,7,6,6,5,4,27,1,0,1,0,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614877,9677093,10,Will Dorrell,3B,1,1,0,5,3,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614877,11222483,13,Logan Davis,SS,1,1,1,3,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614976,11224069,15,Evan Joiner,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.667,1.2,4,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614877,11222499,18,Ethan McAnally,DH,1,1,0,2,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614976,11224073,19,Brooks McKenna,SS,1,1,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,0,0,1,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614877,11222501,19,Zander Buchan,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614976,11224040,2,Isaiah Sims,2B,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,6,0,0,0,0,0,2,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
2026,MBA,2026-02-21T15:00:00-05:00,6498982,614976,9676847,20,Micah Shipman,LF,1,1,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,"Sparrow Stadium (Florence, SC)",143,614976,614877,Shorter Hawks,Francis Marion Patriots
