season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9705037,1,Ayden Schnarrs,3B,1,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,9683291,1,Jack Welsch,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.667,1.2,3,3,2,0,3,8,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,9677786,10,Cam Morrison,C,1,1,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,10,1,0,0,5,1,0,0,0.833,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,11211903,11,Jackson Enders,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9686414,12,Max Perry,SS,1,1,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,11211921,13,Armanis Romero,3B,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,9699084,14,Nathan Kearney,PH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,11211909,15,Nick Lundquist,DH,1,1,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,11211376,16,Carson Taylor,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.332,3.1,5,0,0,0,4,15,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,9691830,17,Ryan LeClair,2B,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,9688346,18,Eisig Chin,RF,1,1,0,4,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9687855,19,Cole Raile,C,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,11,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9680940,2,Owen Prince,CF,1,1,1,4,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9693361,20,Grayson Fitzwater,1B,1,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,11,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9703591,23,Bradley Garner,RF,1,1,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,9703259,24,Cole Cook,LF,1,1,2,5,2,0,0,5,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,11211895,26,Alex Cook,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.667,1.2,0,0,0,1,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614805,11211378,27,Eli Tyndall,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667,0.2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
2026,MBA,2026-02-27T15:00:00-05:00,6508740,614759,11211920,27,Kacin Robinson,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"Lamore Field at Gray-Minor Stadium (Lexington, VA)",105,614759,614805,Stonehill Skyhawks,VMI Keydets
