season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615385,9683610,1,Corey Kilroy,1B,1,1,2,2,1,0,0,4,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,11,1,0,0,0,0,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615385,9685790,10,Jack Gamache,CF,1,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,9680873,12,Tyler Ladoucer,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,3,3,3,1,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,2,0,0,0,1.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,9680395,14,Ryan Keating,LF,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615385,9684586,14,Ryan Montini,DH,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,9682183,15,Kyle Birks,C,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,2,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,11231004,16,Cameron Dorr,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,11231007,18,Charles MacElhiney,SS,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,1,0,0,0,0,1,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615385,11331443,2,Tyler Waterbury,SS,1,1,3,2,2,1,0,6,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,1,0,0,0,0,1,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
2026,MBA,2026-03-31T15:30:00-04:00,6542585,615300,11231011,24,Ben White,OF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,"George E. Trelease Memorial Park (Springfield, MA)",231,615300,615385,Nichols Bison,Western New Eng. Golden Bears
